img,label
"[[[213 192 163]
  [214 193 164]
  [215 194 167]
  ...
  [211 188 157]
  [212 187 165]
  [225 202 184]]

 [[200 171 141]
  [199 170 140]
  [197 170 141]
  ...
  [185 161 127]
  [182 158 132]
  [215 193 170]]

 [[209 165 130]
  [207 164 129]
  [204 164 129]
  ...
  [189 162 119]
  [182 158 122]
  [208 185 153]]

 ...

 [[196 195 203]
  [103 102 110]
  [ 34  34  46]
  ...
  [ 34  36  49]
  [ 31  31  43]
  [109 109 121]]

 [[ 72  69  76]
  [ 31  30  38]
  [ 45  45  57]
  ...
  [ 32  31  45]
  [ 34  34  46]
  [109 109 119]]

 [[ 25  23  28]
  [ 38  37  43]
  [ 39  37  50]
  ...
  [ 34  34  46]
  [ 42  42  54]
  [104 104 114]]]",120
"[[[ 44  32  20]
  [ 44  32  20]
  [ 41  31  19]
  ...
  [ 14  15   9]
  [ 13  14   8]
  [ 13  14   8]]

 [[ 44  32  20]
  [ 44  32  20]
  [ 41  31  19]
  ...
  [ 12  13   7]
  [ 13  14   8]
  [ 13  14   8]]

 [[ 42  32  20]
  [ 42  32  20]
  [ 41  31  19]
  ...
  [  8  10   5]
  [ 11  12   7]
  [ 13  14   9]]

 ...

 [[102  88  53]
  [ 88  75  41]
  [121 110  80]
  ...
  [201 179 158]
  [210 180 154]
  [214 183 154]]

 [[ 83  69  42]
  [114 100  73]
  [ 86  72  46]
  ...
  [209 184 162]
  [218 187 159]
  [209 176 145]]

 [[107  95  71]
  [ 88  76  52]
  [ 84  68  43]
  ...
  [206 180 157]
  [212 181 153]
  [217 182 152]]]",108
"[[[ 37  43  29]
  [ 44  47  36]
  [ 46  47  42]
  ...
  [ 23  24  18]
  [ 23  24  18]
  [ 24  25  19]]

 [[ 39  45  31]
  [ 45  48  37]
  [ 46  47  42]
  ...
  [ 27  28  22]
  [ 26  27  21]
  [ 26  27  21]]

 [[ 44  50  36]
  [ 48  51  40]
  [ 49  50  44]
  ...
  [ 30  30  22]
  [ 29  30  22]
  [ 31  32  24]]

 ...

 [[111 108 103]
  [101  98  93]
  [113 110 105]
  ...
  [219 199 172]
  [197 180 160]
  [193 176 158]]

 [[112 108 105]
  [ 98  94  91]
  [116 113 108]
  ...
  [192 171 142]
  [229 208 187]
  [248 230 210]]

 [[105 101  98]
  [ 94  90  87]
  [116 113 108]
  ...
  [171 150 121]
  [254 232 209]
  [243 222 203]]]",23
"[[[13 14  8]
  [10 11  5]
  [10 11  5]
  ...
  [68 69 64]
  [88 89 84]
  [82 83 78]]

 [[11 12  6]
  [ 9 10  4]
  [10 11  5]
  ...
  [68 69 64]
  [88 89 84]
  [82 83 78]]

 [[10 11  5]
  [ 8  9  3]
  [ 9 10  4]
  ...
  [70 71 66]
  [90 91 86]
  [83 84 79]]

 ...

 [[67 53 40]
  [65 51 38]
  [63 49 36]
  ...
  [25 25 25]
  [24 24 24]
  [24 24 24]]

 [[63 49 36]
  [65 51 38]
  [58 44 31]
  ...
  [24 24 24]
  [23 23 23]
  [23 23 23]]

 [[65 51 38]
  [63 49 36]
  [63 49 36]
  ...
  [23 23 23]
  [23 23 23]
  [23 23 23]]]",23
"[[[198 159 144]
  [186 147 132]
  [186 144 128]
  ...
  [120  80  78]
  [ 90  51  52]
  [ 69  33  35]]

 [[222 185 169]
  [216 179 163]
  [217 178 161]
  ...
  [131  93  90]
  [104  70  69]
  [ 77  43  44]]

 [[225 192 177]
  [229 193 177]
  [233 196 178]
  ...
  [104  74  66]
  [ 78  49  45]
  [ 74  46  43]]

 ...

 [[204 188 189]
  [214 199 202]
  [200 187 194]
  ...
  [ 37  30  48]
  [ 50  45  65]
  [ 56  53  72]]

 [[208 194 194]
  [202 190 192]
  [210 199 207]
  ...
  [ 32  28  45]
  [ 46  43  64]
  [ 39  37  58]]

 [[206 192 192]
  [202 190 192]
  [201 190 198]
  ...
  [ 37  33  50]
  [ 46  44  65]
  [ 51  52  73]]]",18
"[[[ 20  24  10]
  [ 15  19   5]
  [ 20  20   8]
  ...
  [132 141 124]
  [114 126 106]
  [112 124 104]]

 [[ 20  24  10]
  [ 20  22   9]
  [ 16  16   4]
  ...
  [143 152 135]
  [125 136 119]
  [120 131 114]]

 [[ 21  23  10]
  [ 19  21   8]
  [ 13  14   0]
  ...
  [146 154 139]
  [144 155 139]
  [129 142 125]]

 ...

 [[162 136 121]
  [172 146 133]
  [201 179 166]
  ...
  [ 47  44  39]
  [ 55  50  44]
  [ 52  48  39]]

 [[175 148 131]
  [174 148 133]
  [204 182 168]
  ...
  [ 33  32  28]
  [ 65  65  57]
  [ 52  52  42]]

 [[180 153 134]
  [176 150 133]
  [189 167 153]
  ...
  [ 24  25  20]
  [ 63  64  56]
  [ 48  50  39]]]",108
"[[[199 105  31]
  [200 106  32]
  [200 106  34]
  ...
  [190 101  35]
  [190 100  37]
  [193 103  40]]

 [[199 107  34]
  [198 106  33]
  [199 105  33]
  ...
  [189 100  34]
  [190  98  33]
  [192 103  37]]

 [[198 106  39]
  [196 105  35]
  [196 103  34]
  ...
  [191  99  32]
  [191  98  31]
  [193 101  34]]

 ...

 [[187 109  61]
  [185 111  62]
  [185 115  66]
  ...
  [  5   5  15]
  [  5   5  15]
  [  5   5  15]]

 [[221 139  89]
  [220 140  87]
  [214 139  82]
  ...
  [  5   5  15]
  [  5   5  15]
  [  5   5  15]]

 [[227 144  92]
  [230 149  94]
  [230 151  92]
  ...
  [  5   5  15]
  [  4   4  14]
  [  4   4  14]]]",13
"[[[  6  59  99]
  [  5  58  98]
  [  6  59 101]
  ...
  [ 12 101 167]
  [ 13 102 168]
  [ 13 102 168]]

 [[  4  56  95]
  [  4  56  95]
  [  4  56  96]
  ...
  [ 10  98 162]
  [ 10  98 162]
  [ 11  99 163]]

 [[  3  53  90]
  [  3  53  90]
  [  4  54  91]
  ...
  [  8  92 152]
  [  8  92 152]
  [  9  93 153]]

 ...

 [[ 88  74  61]
  [ 84  72  58]
  [ 83  71  59]
  ...
  [ 78  69  52]
  [ 78  71  53]
  [ 81  74  56]]

 [[ 85  73  61]
  [ 80  70  58]
  [ 78  71  55]
  ...
  [ 79  70  55]
  [ 79  72  56]
  [ 81  74  58]]

 [[ 83  73  61]
  [ 81  73  60]
  [ 80  73  57]
  ...
  [ 80  70  58]
  [ 80  72  59]
  [ 81  73  60]]]",62
"[[[236 244 247]
  [237 245 247]
  [240 244 247]
  ...
  [237 241 240]
  [238 242 241]
  [235 239 238]]

 [[238 244 244]
  [244 248 249]
  [240 242 241]
  ...
  [243 244 239]
  [238 239 233]
  [240 241 235]]

 [[240 241 236]
  [245 246 241]
  [243 242 238]
  ...
  [239 235 223]
  [240 234 220]
  [238 232 216]]

 ...

 [[ 67  67  69]
  [ 68  68  70]
  [ 69  69  71]
  ...
  [ 56  57  61]
  [ 54  53  58]
  [ 53  51  56]]

 [[ 64  62  63]
  [ 65  63  64]
  [ 67  67  69]
  ...
  [ 53  53  61]
  [ 52  52  60]
  [ 50  51  56]]

 [[ 65  63  64]
  [ 65  63  64]
  [ 68  68  70]
  ...
  [ 52  52  62]
  [ 53  53  61]
  [ 50  53  60]]]",13
"[[[117  62  31]
  [112  61  30]
  [106  59  29]
  ...
  [ 15   5   3]
  [ 14   4   2]
  [ 17   7   5]]

 [[112  62  29]
  [110  61  29]
  [105  60  31]
  ...
  [ 15   5   3]
  [ 14   4   2]
  [ 17   7   5]]

 [[106  64  26]
  [105  62  28]
  [102  61  33]
  ...
  [ 16   6   4]
  [ 15   5   3]
  [ 17   7   5]]

 ...

 [[209 197 181]
  [210 198 182]
  [207 198 183]
  ...
  [161 163 158]
  [168 173 169]
  [164 169 165]]

 [[206 197 180]
  [204 195 178]
  [203 194 179]
  ...
  [158 160 157]
  [164 168 167]
  [159 165 163]]

 [[210 201 184]
  [205 196 179]
  [204 195 180]
  ...
  [151 156 152]
  [159 163 162]
  [156 162 160]]]",75
"[[[211 202 207]
  [201 192 197]
  [208 201 208]
  ...
  [180 175 179]
  [187 185 186]
  [220 218 219]]

 [[211 202 207]
  [203 194 199]
  [195 188 195]
  ...
  [203 198 202]
  [203 201 204]
  [205 203 204]]

 [[214 205 210]
  [201 192 197]
  [183 176 183]
  ...
  [194 192 195]
  [197 195 198]
  [208 206 209]]

 ...

 [[163 156 163]
  [183 178 184]
  [205 200 206]
  ...
  [ 66  75 104]
  [ 61  72 102]
  [ 64  78 107]]

 [[162 157 161]
  [190 188 191]
  [209 207 210]
  ...
  [ 71  80 113]
  [ 47  57  92]
  [ 72  82 117]]

 [[149 147 150]
  [180 178 181]
  [194 194 196]
  ...
  [ 35  43  79]
  [ 62  70 107]
  [ 58  68 104]]]",18
"[[[225 191 190]
  [225 191 190]
  [225 191 190]
  ...
  [224 190 189]
  [222 190 191]
  [222 190 191]]

 [[225 191 190]
  [225 191 190]
  [225 191 190]
  ...
  [224 190 189]
  [222 190 191]
  [222 190 191]]

 [[225 191 190]
  [225 191 190]
  [225 191 190]
  ...
  [225 191 190]
  [225 191 190]
  [225 191 190]]

 ...

 [[222 192 194]
  [223 191 192]
  [226 190 190]
  ...
  [ 47  47  83]
  [ 47  47  83]
  [ 50  50  86]]

 [[222 190 191]
  [223 192 190]
  [226 191 189]
  ...
  [ 46  48  86]
  [ 46  48  86]
  [ 49  51  89]]

 [[222 190 191]
  [225 191 190]
  [226 191 189]
  ...
  [ 46  48  86]
  [ 46  48  87]
  [ 49  51  90]]]",108
"[[[ 15  15  13]
  [ 16  16  14]
  [ 17  17  17]
  ...
  [ 17  17  17]
  [ 17  15  20]
  [ 17  15  20]]

 [[ 16  16  14]
  [ 16  16  14]
  [ 16  16  16]
  ...
  [ 16  16  16]
  [ 17  15  18]
  [ 17  15  18]]

 [[ 17  19  18]
  [ 14  16  15]
  [ 15  16  18]
  ...
  [ 12  14  13]
  [ 13  13  13]
  [ 14  14  14]]

 ...

 [[ 40  21   6]
  [ 38  22   7]
  [ 32  18   7]
  ...
  [194 166 145]
  [163 136 117]
  [109  82  65]]

 [[ 63  42  25]
  [ 68  51  35]
  [ 71  54  44]
  ...
  [197 161 139]
  [193 158 138]
  [179 144 124]]

 [[ 97  76  59]
  [ 95  76  61]
  [ 88  71  61]
  ...
  [185 144 122]
  [189 151 130]
  [187 149 128]]]",93
"[[[220 245 252]
  [222 247 254]
  [220 247 254]
  ...
  [228 252 252]
  [227 253 252]
  [228 254 253]]

 [[222 247 254]
  [217 242 249]
  [221 248 255]
  ...
  [224 248 248]
  [228 252 252]
  [228 254 253]]

 [[221 244 250]
  [222 247 252]
  [219 247 251]
  ...
  [232 253 254]
  [226 247 248]
  [229 253 253]]

 ...

 [[110 126 188]
  [ 99 114 171]
  [115 125 174]
  ...
  [ 67  81 154]
  [ 61  75 146]
  [ 62  76 147]]

 [[ 87 102 159]
  [100 113 166]
  [ 79  87 133]
  ...
  [ 68  84 161]
  [ 67  80 158]
  [ 71  84 162]]

 [[ 72  87 142]
  [ 57  71 120]
  [ 16  25  68]
  ...
  [ 62  78 156]
  [ 64  77 156]
  [ 69  82 161]]]",110
"[[[197  77  40]
  [200  76  38]
  [207  73  35]
  ...
  [202  81  38]
  [203  78  34]
  [204  77  32]]

 [[197  75  38]
  [200  74  36]
  [204  72  34]
  ...
  [194  71  27]
  [202  77  33]
  [199  72  29]]

 [[198  74  36]
  [200  74  36]
  [202  72  36]
  ...
  [203  76  31]
  [201  74  33]
  [201  75  37]]

 ...

 [[194  77  33]
  [195  76  34]
  [196  72  34]
  ...
  [  6   6   6]
  [  1   5   4]
  [  6  12  10]]

 [[199  75  37]
  [201  75  37]
  [201  71  35]
  ...
  [  7   7   9]
  [  6   7   9]
  [ 10  14  13]]

 [[200  73  38]
  [199  71  34]
  [207  74  39]
  ...
  [ 22  21  26]
  [ 14  15  17]
  [  5   9   8]]]",65
"[[[ 59  60  55]
  [ 59  60  55]
  [ 59  60  55]
  ...
  [ 51  51  51]
  [ 50  50  50]
  [ 51  51  51]]

 [[ 62  63  58]
  [ 62  63  58]
  [ 62  63  58]
  ...
  [ 54  54  54]
  [ 54  54  54]
  [ 54  54  54]]

 [[ 64  65  60]
  [ 65  66  61]
  [ 65  66  61]
  ...
  [ 55  55  55]
  [ 55  55  55]
  [ 55  55  55]]

 ...

 [[126  79  53]
  [125  78  52]
  [126  76  53]
  ...
  [ 82  50  29]
  [ 86  51  31]
  [ 88  53  33]]

 [[106  65  35]
  [109  65  38]
  [113  65  42]
  ...
  [ 68  46  25]
  [ 71  46  26]
  [ 76  51  29]]

 [[ 90  51  20]
  [ 92  51  23]
  [ 96  50  26]
  ...
  [ 55  37  17]
  [ 60  39  18]
  [ 66  45  24]]]",108
"[[[1 0 0]
  [0 0 0]
  [0 2 1]
  ...
  [0 0 4]
  [0 2 1]
  [0 2 0]]

 [[1 0 0]
  [4 4 2]
  [1 3 2]
  ...
  [0 0 2]
  [0 2 0]
  [2 4 0]]

 [[3 2 0]
  [1 0 0]
  [0 0 0]
  ...
  [3 3 1]
  [4 5 0]
  [0 1 0]]

 ...

 [[1 0 4]
  [0 0 2]
  [0 0 0]
  ...
  [0 1 0]
  [0 1 2]
  [0 1 2]]

 [[0 0 5]
  [0 0 4]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 2]
  [0 0 4]]

 [[0 0 7]
  [0 0 4]
  [0 1 0]
  ...
  [1 0 0]
  [0 0 4]
  [0 0 4]]]",72
"[[[ 90  61  53]
  [ 95  66  58]
  [ 99  71  60]
  ...
  [232 150  68]
  [202 124  52]
  [208 131  63]]

 [[ 71  48  42]
  [ 74  51  45]
  [ 76  53  47]
  ...
  [234 155  78]
  [213 135  69]
  [213 137  75]]

 [[ 57  43  43]
  [ 57  43  43]
  [ 57  43  43]
  ...
  [217 142  74]
  [202 129  74]
  [191 119  69]]

 ...

 [[244 243 249]
  [235 234 240]
  [236 235 240]
  ...
  [249 251 248]
  [247 249 248]
  [241 243 242]]

 [[243 242 250]
  [236 235 241]
  [237 236 241]
  ...
  [248 253 249]
  [247 249 248]
  [239 241 240]]

 [[243 242 250]
  [237 236 242]
  [239 238 244]
  ...
  [247 252 248]
  [246 248 247]
  [240 242 241]]]",17
"[[[127  84  52]
  [127  84  52]
  [127  84  52]
  ...
  [151 110  82]
  [141 100  70]
  [145 104  72]]

 [[127  82  49]
  [127  82  49]
  [128  83  50]
  ...
  [151 110  82]
  [143 102  72]
  [143 102  70]]

 [[128  82  46]
  [128  82  46]
  [129  83  47]
  ...
  [153 111  86]
  [147 103  76]
  [145 101  72]]

 ...

 [[139  96  64]
  [136  93  61]
  [133  92  62]
  ...
  [103  67  35]
  [ 95  64  36]
  [ 79  52  25]]

 [[138  95  61]
  [137  94  62]
  [134  93  63]
  ...
  [ 95  60  30]
  [ 88  58  32]
  [ 75  49  24]]

 [[131  88  54]
  [134  91  57]
  [133  92  62]
  ...
  [ 90  55  25]
  [ 79  52  25]
  [ 70  46  22]]]",59
"[[[ 81  90  59]
  [146 153 122]
  [ 95  99  74]
  ...
  [ 68  84  48]
  [ 83  99  73]
  [ 75  90  69]]

 [[ 83  92  61]
  [162 171 142]
  [101 105  80]
  ...
  [ 49  65  29]
  [ 47  63  36]
  [ 73  88  65]]

 [[ 84  95  65]
  [185 194 165]
  [109 113  88]
  ...
  [ 40  56  17]
  [ 41  56  25]
  [ 84  99  70]]

 ...

 [[226 232 254]
  [222 228 250]
  [219 225 247]
  ...
  [ 55  39  24]
  [ 44  20   0]
  [ 77  51  16]]

 [[224 232 253]
  [222 230 251]
  [221 228 247]
  ...
  [ 81  71  72]
  [ 44  27  19]
  [ 57  38  23]]

 [[223 231 252]
  [220 228 249]
  [219 226 245]
  ...
  [ 63  56  64]
  [ 22   8   8]
  [ 25   7   3]]]",32
"[[[184 160 126]
  [177 153 119]
  [174 149 118]
  ...
  [187 162 131]
  [187 162 132]
  [185 159 132]]

 [[184 160 126]
  [178 154 120]
  [175 150 119]
  ...
  [185 161 127]
  [186 161 131]
  [185 160 130]]

 [[184 159 128]
  [178 153 122]
  [176 151 120]
  ...
  [180 156 122]
  [182 157 126]
  [182 157 126]]

 ...

 [[246 238 217]
  [246 238 217]
  [246 235 215]
  ...
  [ 52  47  43]
  [ 57  49  46]
  [ 58  51  45]]

 [[244 236 217]
  [223 215 196]
  [192 181 163]
  ...
  [ 60  57  52]
  [ 57  52  46]
  [ 49  45  36]]

 [[186 178 159]
  [132 124 105]
  [135 122 105]
  ...
  [ 56  53  46]
  [ 56  51  45]
  [ 48  44  35]]]",32
"[[[ 53  80  27]
  [ 65  92  37]
  [ 80 107  52]
  ...
  [ 25  41  15]
  [ 26  40  14]
  [ 28  42  16]]

 [[ 27  54   3]
  [ 34  61  10]
  [ 52  79  26]
  ...
  [ 29  47  21]
  [ 37  53  26]
  [ 45  61  34]]

 [[ 31  57  12]
  [ 28  54   7]
  [ 27  55   6]
  ...
  [ 35  55  28]
  [ 47  66  38]
  [ 57  76  48]]

 ...

 [[211 176 156]
  [161 124 105]
  [151 113  92]
  ...
  [110 106  95]
  [ 44  39  33]
  [ 35  32  25]]

 [[194 156 135]
  [157 116  94]
  [172 130 108]
  ...
  [238 228 219]
  [173 162 158]
  [ 89  80  75]]

 [[178 137 115]
  [177 136 114]
  [199 154 131]
  ...
  [233 220 212]
  [243 229 226]
  [217 203 200]]]",119
"[[[ 51  60 127]
  [119 124 180]
  [164 163 197]
  ...
  [  5   7   6]
  [  5   7   6]
  [  5   7   6]]

 [[ 47  61 134]
  [ 49  60 124]
  [ 75  79 126]
  ...
  [  5   7   6]
  [  5   7   6]
  [  5   7   6]]

 [[ 36  62 149]
  [ 35  58 138]
  [ 37  52 121]
  ...
  [  4   6   5]
  [  4   6   5]
  [  4   6   5]]

 ...

 [[156 192 226]
  [145 184 217]
  [146 187 219]
  ...
  [143  48  16]
  [145  52  19]
  [146  56  22]]

 [[153 189 223]
  [144 183 216]
  [143 183 218]
  ...
  [148  58  21]
  [153  64  24]
  [157  69  29]]

 [[150 186 220]
  [145 184 217]
  [142 182 217]
  ...
  [153  64  24]
  [159  72  29]
  [164  77  34]]]",121
"[[[  8  10   9]
  [  8  10   9]
  [  9   9   9]
  ...
  [  6   6   6]
  [  7   7   5]
  [  5   5   3]]

 [[  7   9   8]
  [  7   9   8]
  [  8   8   8]
  ...
  [  5   5   5]
  [  6   6   4]
  [  5   5   3]]

 [[  8   8   6]
  [  8   8   6]
  [  9   9   9]
  ...
  [  4   4   4]
  [  6   6   6]
  [  4   4   4]]

 ...

 [[181 132  91]
  [186 142 103]
  [185 151 114]
  ...
  [229 210 195]
  [226 210 185]
  [225 210 181]]

 [[172 138 113]
  [186 154 129]
  [190 163 136]
  ...
  [226 202 192]
  [230 209 188]
  [232 215 189]]

 [[174 147 130]
  [179 154 134]
  [186 161 139]
  ...
  [229 204 197]
  [227 204 186]
  [227 207 183]]]",110
"[[[  4   6   1]
  [  3   4   0]
  [  6   2   0]
  ...
  [  5   1   0]
  [  8   0   0]
  [  9   2   0]]

 [[  1   3   2]
  [  2   4   3]
  [  5   3   4]
  ...
  [  5   1   0]
  [  4   0   0]
  [  4   1   0]]

 [[  2   5  10]
  [  0   3   8]
  [  0   1   6]
  ...
  [  1   1   1]
  [  2   2   2]
  [  1   3   2]]

 ...

 [[206 136  77]
  [162  90  32]
  [170  91  35]
  ...
  [158  88  39]
  [174 106  59]
  [186 119  74]]

 [[209 138  74]
  [169  95  34]
  [165  84  28]
  ...
  [156  86  35]
  [181 115  63]
  [205 142  89]]

 [[220 150  81]
  [186 112  47]
  [169  87  31]
  ...
  [155  85  34]
  [173 108  54]
  [214 153  98]]]",125
"[[[160 169 210]
  [165 177 215]
  [169 182 217]
  ...
  [ 39  89 100]
  [ 35  73  84]
  [ 32  65  74]]

 [[140 152 190]
  [146 158 196]
  [151 166 199]
  ...
  [ 39  89 100]
  [ 37  77  87]
  [ 25  59  69]]

 [[117 131 166]
  [119 135 168]
  [129 145 178]
  ...
  [ 30  82  93]
  [ 31  73  85]
  [ 17  53  65]]

 ...

 [[157 149 172]
  [158 148 173]
  [162 147 176]
  ...
  [240 205 237]
  [255 236 255]
  [255 242 254]]

 [[149 148 166]
  [150 147 168]
  [154 145 172]
  ...
  [239 193 230]
  [239 203 231]
  [255 231 254]]

 [[141 144 161]
  [142 143 163]
  [145 141 166]
  ...
  [238 187 228]
  [232 188 221]
  [253 214 243]]]",111
"[[[163 105 228]
  [168 110 233]
  [167 109 230]
  ...
  [206 154 255]
  [207 155 253]
  [208 157 252]]

 [[163 105 228]
  [168 110 233]
  [168 110 231]
  ...
  [207 155 255]
  [208 156 254]
  [208 157 250]]

 [[163 105 226]
  [169 111 232]
  [167 112 232]
  ...
  [209 155 253]
  [210 156 252]
  [210 157 249]]

 ...

 [[ 32  54 129]
  [ 32  52 121]
  [ 50  67 123]
  ...
  [ 26  70 143]
  [ 27  74 146]
  [ 30  79 148]]

 [[ 29  63 134]
  [ 26  57 121]
  [ 38  66 116]
  ...
  [ 27  71 146]
  [ 33  75 151]
  [ 42  84 160]]

 [[ 24  64 133]
  [ 32  70 132]
  [ 34  66 115]
  ...
  [ 29  71 147]
  [ 37  76 155]
  [ 47  84 164]]]",119
"[[[ 26  21  44]
  [ 30  25  48]
  [ 30  25  47]
  ...
  [ 17  14  25]
  [ 20  14  28]
  [ 20  14  28]]

 [[ 35  30  53]
  [ 37  32  55]
  [ 45  40  62]
  ...
  [ 19  16  27]
  [ 18  12  26]
  [ 19  13  27]]

 [[ 36  33  54]
  [ 62  59  80]
  [124 120 143]
  ...
  [ 95  92 101]
  [ 22  16  28]
  [ 21  15  27]]

 ...

 [[247 253 251]
  [251 255 255]
  [251 255 254]
  ...
  [252 255 255]
  [252 255 255]
  [252 255 255]]

 [[252 255 255]
  [254 255 255]
  [251 253 252]
  ...
  [254 255 255]
  [255 255 253]
  [254 255 250]]

 [[251 252 254]
  [254 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [254 253 249]
  [255 255 250]]]",65
"[[[197 158 143]
  [199 160 145]
  [202 159 143]
  ...
  [202 159 142]
  [206 159 141]
  [206 159 141]]

 [[196 152 139]
  [199 155 142]
  [200 154 139]
  ...
  [204 161 144]
  [203 160 143]
  [200 157 138]]

 [[195 146 132]
  [192 143 129]
  [196 144 131]
  ...
  [201 159 143]
  [195 156 139]
  [203 166 147]]

 ...

 [[169 137 122]
  [169 141 129]
  [139 118 113]
  ...
  [ 74 123 128]
  [ 61 104 113]
  [ 50  88  99]]

 [[167 150 134]
  [161 145 132]
  [151 140 134]
  ...
  [ 69 120 121]
  [ 75 121 121]
  [ 54  98  99]]

 [[167 158 141]
  [178 170 157]
  [194 187 179]
  ...
  [ 70 122 120]
  [ 63 112 109]
  [ 42  88  85]]]",25
"[[[ 86  78  32]
  [ 88  81  37]
  [ 84  82  41]
  ...
  [221  80  53]
  [235  91  67]
  [242  98  74]]

 [[ 71  58  16]
  [ 76  67  26]
  [ 71  66  28]
  ...
  [235  91  65]
  [240  94  71]
  [230  84  61]]

 [[ 76  56  19]
  [ 82  64  28]
  [ 83  70  36]
  ...
  [240  95  68]
  [231  82  58]
  [213  64  40]]

 ...

 [[248 201 155]
  [246 199 153]
  [244 196 150]
  ...
  [197 164 119]
  [113  90  48]
  [103  85  45]]

 [[246 193 151]
  [248 197 154]
  [250 199 156]
  ...
  [223 181 131]
  [210 172 123]
  [120  86  38]]

 [[247 192 151]
  [248 195 153]
  [250 197 155]
  ...
  [239 194 139]
  [230 184 134]
  [186 143  92]]]",77
"[[[ 30  32  31]
  [  8  10   9]
  [  6   8   7]
  ...
  [  3   7   6]
  [  3   7   6]
  [  3   7   6]]

 [[ 35  37  36]
  [  8  10   9]
  [  3   5   4]
  ...
  [  3   7   6]
  [  3   7   6]
  [  3   7   6]]

 [[ 19  21  20]
  [  6   8   7]
  [  8  10   9]
  ...
  [  6   8   7]
  [  6   8   7]
  [  5   7   6]]

 ...

 [[101 110 125]
  [112 122 134]
  [109 117 128]
  ...
  [ 27  32  36]
  [ 27  32  38]
  [ 36  41  45]]

 [[109 118 133]
  [106 116 128]
  [101 109 120]
  ...
  [ 19  24  27]
  [ 35  40  44]
  [ 27  32  35]]

 [[108 117 132]
  [105 115 127]
  [111 119 130]
  ...
  [  6  11  14]
  [ 23  28  31]
  [ 29  34  37]]]",108
"[[[210 228 240]
  [209 227 239]
  [213 230 240]
  ...
  [175 197 211]
  [169 190 207]
  [160 181 198]]

 [[211 229 241]
  [207 225 237]
  [209 226 236]
  ...
  [132 154 168]
  [164 186 200]
  [171 193 207]]

 [[211 229 239]
  [210 228 238]
  [212 229 239]
  ...
  [184 203 217]
  [188 207 221]
  [180 199 213]]

 ...

 [[ 88 108 132]
  [ 66  86 110]
  [ 60  80 104]
  ...
  [199 216 226]
  [199 216 226]
  [198 215 225]]

 [[ 78  88 113]
  [ 66  78 102]
  [ 79  95 118]
  ...
  [197 215 225]
  [197 215 225]
  [197 215 225]]

 [[ 87  91 116]
  [ 91  99 122]
  [ 82  94 118]
  ...
  [196 214 224]
  [196 214 224]
  [195 213 223]]]",110
"[[[  9   4   0]
  [  8   5   0]
  [  4   6   3]
  ...
  [ 44  40  29]
  [ 48  39  30]
  [ 45  36  27]]

 [[  9   4   0]
  [  8   5   0]
  [  4   6   3]
  ...
  [ 44  40  29]
  [ 46  39  29]
  [ 46  37  28]]

 [[  7   4   0]
  [  5   4   0]
  [  4   6   3]
  ...
  [ 44  40  31]
  [ 43  36  26]
  [ 45  38  28]]

 ...

 [[247 246 242]
  [223 222 218]
  [224 223 221]
  ...
  [189 190 208]
  [180 179 195]
  [152 151 165]]

 [[231 230 226]
  [220 219 215]
  [227 226 224]
  ...
  [180 181 199]
  [174 173 189]
  [195 192 209]]

 [[224 223 219]
  [222 221 217]
  [229 227 228]
  ...
  [178 179 197]
  [181 178 195]
  [172 169 186]]]",88
"[[[ 49  90 182]
  [ 52  93 185]
  [ 51  92 182]
  ...
  [ 69  96 183]
  [ 72  97 189]
  [ 73  98 190]]

 [[ 51  92 184]
  [ 53  94 186]
  [ 52  93 185]
  ...
  [ 70  97 186]
  [ 71  96 188]
  [ 71  96 189]]

 [[ 51  91 186]
  [ 53  93 188]
  [ 52  91 186]
  ...
  [ 72  97 190]
  [ 72  95 191]
  [ 72  95 191]]

 ...

 [[ 62  77  84]
  [ 67  81  84]
  [ 70  81  75]
  ...
  [ 99 102 171]
  [ 98 102 173]
  [ 99 103 176]]

 [[ 80  80  70]
  [ 75  75  63]
  [ 77  75  60]
  ...
  [ 95  99 137]
  [100 104 152]
  [102 107 162]]

 [[ 83  76  58]
  [ 79  72  53]
  [ 83  76  57]
  ...
  [ 72  78 102]
  [ 79  83 121]
  [ 88  92 137]]]",64
"[[[  6  16  28]
  [  8  16  27]
  [ 16  16  26]
  ...
  [ 20  25  45]
  [ 21  23  44]
  [ 20  22  43]]

 [[  8  16  29]
  [ 10  16  28]
  [ 14  17  26]
  ...
  [ 20  25  45]
  [ 22  24  45]
  [ 21  23  44]]

 [[ 10  16  28]
  [ 13  17  29]
  [ 15  17  29]
  ...
  [ 20  25  45]
  [ 22  24  45]
  [ 22  24  45]]

 ...

 [[  5   3   6]
  [  6   4   7]
  [  6   4   7]
  ...
  [ 54  61  87]
  [ 80  82 103]
  [139 138 156]]

 [[  5   3   6]
  [  6   4   7]
  [  6   4   7]
  ...
  [ 55  62  90]
  [ 62  63  91]
  [110 110 134]]

 [[  4   2   5]
  [  6   4   7]
  [  7   5   8]
  ...
  [ 61  68  97]
  [ 56  57  87]
  [ 83  83 111]]]",120
